整租 | 胜辛南路800号办公楼 1室1厅1卫 1598元月,胜辛南路800号办公楼,1598,https://sh.58.com/zufang/44711228597656x.shtml
整租 | 大名城名郡 1室1厅1卫,大名城名郡,1300,https://sh.58.com/zufang/44678192757377x.shtml
整租 | 房租949元 月付 随时看房 不收中介非 拎包入住,漳翔路1086弄2号楼,949,https://sh.58.com/zufang/44666031198742x.shtml
单间 | 用心服务 可短租3个月 无仲阶费 真实押一付一 民用,日月光伯爵天地城市华庭,990,https://sh.58.com/hezu/44687209908517x.shtml
"整租 | 秒杀房源,3室,别有洞天!舒适如新,经典把握,机会难",龙湖天璞,7000,https://sh.58.com/zufang/44643229368479x.shtml
单间 | 嘉城幸福港 3室2厅2卫 主卧 南,嘉城幸福港,2350,https://sh.58.com/hezu/44724531901988x.shtml
整租 | 真实 房源 万达广场和13号地铁口旁,大宅风范城,2580,https://sh.58.com/zufang/44270910646952x.shtml
整租 | 嘉定西附近 一室一厅 押一付一 随时看房入住 水电民,同盛园,2000,https://sh.58.com/zufang/44668972278538x.shtml
单间 | 繁华配套 水电民用 押一付一 与房东直签合同 卫生已,泰宸沙河茗苑,2000,https://sh.58.com/hezu/44722889175204x.shtml
整租 | 风荷丽景尚城(东区公寓住宅) 3室1厅2卫,风荷丽景尚城(东区公寓住...,3600,https://sh.58.com/zufang/44743803779458x.shtml
整租 | 合景峰汇 2室1厅1卫 3000元月 价格可谈 自住,合景峰汇,2800,https://sh.58.com/zufang/44477350860326x.shtml
整租 | 地铁口 精装一室朝南户型 水电名用 房子非常漂亮,紫荆四村,1300,https://sh.58.com/zufang/44698529881377x.shtml
整租 | 富友嘉园(南区) 3室2厅1卫 钥匙房 已空关 随时,富友嘉园(南区),4500,https://sh.58.com/zufang/44554765109515x.shtml
整租 | 旭辉U天地 1室 1厅1卫,旭辉U天地,1800,https://sh.58.com/zufang/44743775402892x.shtml
整租 | 兰棠佳苑一室一厅精装修全配周边生活购物方便,兰棠佳苑,1800,https://sh.58.com/zufang/44733447001346x.shtml
整租 | 金运路地铁口，精装全配一室一厅，手机实拍，看房随时拎,澜茵华庭(东区),4000,https://sh.58.com/zufang/44645078119969x.shtml
整租 | 保真！！真实存在 假一罚十 钥匙房 随时看房  朝南,海伦堡爱ME城市,3800,https://sh.58.com/zufang/44581600112261x.shtml
整租 | 上海国际机电五金城 4室1厅4卫,上海国际机电五金城,6000,https://sh.58.com/zufang/44743775985433x.shtml
整租 | 近11号线嘉定新城站，整租独立一室户，给漂泊的你一个,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44598630594566x.shtml
整租 | 拧包入住，业主诚心出租 近大融城 环境OK 住的人多,保利湖畔阳光苑(西区),4100,https://sh.58.com/zufang/44637329612185x.shtml
整租 | 整租一居室，民用水电，金运路地铁口，手机实拍，近万达,大宅风范城,2600,https://sh.58.com/zufang/44732778078491x.shtml
整租 | 迎园一坊 2室1厅1卫,迎园一坊,2100,https://sh.58.com/zufang/44743767531170x.shtml
整租 | 近安亭地铁站温馨一居室，装修奈斯，适合情侣和单身住可,世昶生活广场,1300,https://sh.58.com/zufang/44543599437968x.shtml
整租 | 地铁直达徐家汇 商圈好 购物方便 无中介费 看中入住,嘉峰汇财富广场,2560,https://sh.58.com/zufang/44524170720163x.shtml
单间 | 澜茵华庭(东区) 3室1厅1卫 其他 东,澜茵华庭(东区),1900,https://sh.58.com/hezu/44720399112066x.shtml
整租 | 办暂住证精装修 环境优美 近真新学校 近14号地铁,嘉利坊,3600,https://sh.58.com/zufang/44721470068242x.shtml
整租 | 上实海上荟 精装两房 近远香湖公园 价格可谈 拎包入,上实海上荟(公寓住宅),3300,https://sh.58.com/zufang/44714543248920x.shtml
单间 | 大阳台，原价1650，月底前仅需1300，押一付一，,日月光伯爵天地鼎固君庭,1300,https://sh.58.com/hezu/44623892210049x.shtml
整租 | 金鹤新城中房公寓 3室2厅1卫,金鹤新城中房公寓,4500,https://sh.58.com/zufang/44745754907534x.shtml
整租 | 刚退租精装一房 近轻纺市场 毗邻14号地铁站 家具家,嘉利坊,2900,https://sh.58.com/zufang/44724316706204x.shtml
整租 | 十一号线南翔站 近中冶广场 配套完善 齐全 价格便宜,中冶祥腾城市佳园(一期),2800,https://sh.58.com/zufang/44627834505504x.shtml
单间 | 温馨宜居，独卫自用，纯女生合租，南向主卧，民用水电，,日月光伯爵天地鼎固君庭,1750,https://sh.58.com/hezu/44646190544399x.shtml
整租 | 花园新村 3室1厅1卫,花园新村,3000,https://sh.58.com/zufang/44745623136005x.shtml
整租 | 封浜，大两房，房东人好，全家超市楼上空间超大，随时看,乡思路60弄小区,3300,https://sh.58.com/zufang/44698974756233x.shtml
整租 | 风荷丽景尚城 环境优美 精装修 配套齐全 随时看房,风荷丽景尚城(东区公寓住...,4800,https://sh.58.com/zufang/44744152293258x.shtml
整租 | 11号线安亭地铁站圆型落地窗阳光充足押一付一可短租包,安亭财富广场(南楼),1450,https://sh.58.com/zufang/44691519714838x.shtml
整租 | 泰翔嘉苑 3室2厅2卫,泰翔嘉苑,5800,https://sh.58.com/zufang/44699270056072x.shtml
整租 | 手机实拍视频，近地铁和万达，毗邻华泰中心，真盘实价，,澜茵华庭(东区),4000,https://sh.58.com/zufang/44732797943057x.shtml
整租 | 安亭近大众 精装一室一厅 一厨一卫 精装全配 押一付,玉兰三村,1100,https://sh.58.com/zufang/44720609875077x.shtml
整租 | 育兰二村精装一房，育英街大融城繁华商圈，生活便利，押,育兰二村,1180,https://sh.58.com/zufang/44598853740432x.shtml
单间 | 叶城三街坊 3室2厅2卫 次卧 南,叶城三街坊,1300,https://sh.58.com/hezu/44745606586529x.shtml
整租 | 年底降价急租 出门就是14号地铁站 近轻纺市场 可拎,嘉善坊,3600,https://sh.58.com/zufang/44669978661790x.shtml
整租 | 合景峰汇，精装两房，室内干净，家具家电齐全，随时看房,合景峰汇,3500,https://sh.58.com/zufang/44744701235715x.shtml
整租 | 拎包入住 可短租 可养宠 押一付一,胜辛南路800号办公楼,1588,https://sh.58.com/zufang/44659014095885x.shtml
整租 | 森林公馆(西区) 2室1厅1卫,森林公馆(西区),4200,https://sh.58.com/zufang/44745533691807x.shtml
整租 | 房租949元 月付 随时看房 不收中介非 拎包入住,漳翔路1086弄2号楼,949,https://sh.58.com/zufang/44666031198742x.shtml
整租 | 非中介 精装一室户 独立厨卫 可短租 拎包入住 随时,胜辛南路800号办公楼,1664,https://sh.58.com/zufang/44699055327876x.shtml
单间 | 可短租，舒心观景房，全新装修，拎包入住，车位可选 押,绿洲北水湾名邸,1000,https://sh.58.com/hezu/44631859026701x.shtml
整租 | 嘉邦小区 2室1厅1卫,嘉邦小区,2300,https://sh.58.com/zufang/42176001369745x.shtml
整租 | 月付 急租 月付 急租 精装一房 紧靠中环百联 随时,嘉尚坊,2600,https://sh.58.com/zufang/44704218167558x.shtml
单间 | 可短租 蛋壳解约房，和房东直签 押一付一 水电民用,金鹤新城金霞苑,1800,https://sh.58.com/hezu/44669322903846x.shtml
单间 | 地铁口 精装南卧出租 走路到地铁 可短租 随时看房,日月光伯爵天地鼎固君庭,1130,https://sh.58.com/hezu/44602564303009x.shtml
单间 | 盘古天地(东区) 4室1厅2卫 次卧 朝南,盘古天地(东区),899,https://sh.58.com/hezu/44745442590370x.shtml
单间 | 徐行 绿洲香润苑 原始主卧带独卫 精装全配 押一付一,绿洲香润苑,1200,https://sh.58.com/hezu/44678261797920x.shtml
整租 | 我是房东，芒果青年社区，精装Loft公寓，靖远路12,靖远路1200号楼,1800,https://sh.58.com/zufang/44559144650407x.shtml
整租 | 近轻纺市场 梅川步行街 中间楼层 精装双南两房 家电,嘉利坊,4000,https://sh.58.com/zufang/44625825613845x.shtml
整租 | 永翔佳苑(东区) 1室 0厅1卫,永翔佳苑(东区),2500,https://sh.58.com/zufang/44745293895441x.shtml
整租 | 中信泰富又一城(一期)2室2厅1卫3800元月,中信泰富又一城(一期),3800,https://sh.58.com/zufang/44654477294498x.shtml
整租 | 近14号地铁可长租 近真新学校 办暂住证精装修 环境,嘉美坊,2600,https://sh.58.com/zufang/44664978484865x.shtml
整租 | 保利天鹅语苑(二期公寓住宅) 2室2厅1卫,保利天鹅语苑(二期公寓住...,4200,https://sh.58.com/zufang/44745272953868x.shtml
整租 | 11号地铁好世商业广场 2室1厅 复式 东,好世广场天马晶座,4000,https://sh.58.com/zufang/44678828329356x.shtml
单间 | 朝南主卧带阳台 大飘窗 让你在房间里感受到夏天一样的,日月光伯爵天地鼎固君庭,1360,https://sh.58.com/hezu/44621444682114x.shtml
整租 | 南翔云翔佳苑精装一室一厅,云翔佳苑(南区),2900,https://sh.58.com/zufang/44477939694217x.shtml
整租 | 君得莉商务楼 1室1厅1卫,君得莉商务楼,1500,https://sh.58.com/zufang/44577573789608x.shtml
整租 | 金鼎香樟苑(东区) 2室1厅1卫 4500元月 精装,金鼎香樟苑(东区),4500,https://sh.58.com/zufang/44211737720864x.shtml
单间 | 折扣到月底，原1330现1050每月，可短租，押一付,日月光伯爵天地鼎固君庭,1050,https://sh.58.com/hezu/44676066960536x.shtml
单间 | 地铁口200米 可以短租  高档小区 家电齐全，拎包,日月光伯爵天地城市华庭,1400,https://sh.58.com/hezu/44502266947460x.shtml
整租 | 泰翔嘉苑 2室 1厅1卫,泰翔嘉苑,3700,https://sh.58.com/zufang/44720686942886x.shtml
整租 | 紧邻安亭地铁口 整租一室 朝南精准全配 押一付一 拎,嘉正国际大厦,1300,https://sh.58.com/zufang/44743935668612x.shtml
整租 | 手机实拍，不做虚假房源欺客，近地铁和万达，房租月付，,澜茵华庭(西区),4700,https://sh.58.com/zufang/44742566211860x.shtml
单间 | 可短租 纯女生 11号线地铁700米 无仲阶费 押一,日月光伯爵天地鼎固君庭,1020,https://sh.58.com/hezu/44687173852322x.shtml
整租 | 丽江佳苑 1室1厅1卫,丽江佳苑,3700,https://sh.58.com/zufang/44708824664224x.shtml
整租 | 近11号线马陆站，品牌公寓！可短租！月付！独立厨卫！,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44598766868248x.shtml
整租 | 11号线 地铁直达江苏路 精装修 家具齐全 超大窗户,桃园公寓(嘉定),2114,https://sh.58.com/zufang/44535256371741x.shtml
整租 | 胜辛南路800号办公楼 1室1厅1卫 1598元月,胜辛南路800号办公楼,1598,https://sh.58.com/zufang/44711228597656x.shtml
单间 | 泰宸沙河茗苑 4室1厅1卫 主卧 南,泰宸沙河茗苑,1500,https://sh.58.com/hezu/44698881154317x.shtml
整租 | 大宅新出精装三房近地铁万达广场 可做员工宿舍 另有多,大宅风范城,5000,https://sh.58.com/zufang/44742806498192x.shtml
整租 | 江桥老街附近，精装二室一厅一卫，民用水电燃气做饭,江桥佳苑,4300,https://sh.58.com/zufang/44734786406807x.shtml
整租 | 宝龙广场 太湖世家 远香湖公园 看房方便 一室通燃气,光明D9空间,2700,https://sh.58.com/zufang/44700534709253x.shtml
单间 | 润渡佳苑(西区) 3室2厅2卫 次卧 西,润渡佳苑(西区),880,https://sh.58.com/hezu/44227908317603x.shtml
整租 | 永翔佳苑(东区) 1室1厅 一套一房 看房随时 可办,永翔佳苑(东区),3500,https://sh.58.com/zufang/44499823253256x.shtml
整租 | 刚退租好房急租，近百联梅川步行街，中间楼层精装一房，,嘉利坊,2800,https://sh.58.com/zufang/44599116237831x.shtml
整租 | 目前手里多套一居 嘉龙大厦 1号公馆门口 精装复式,嘉龙大厦,3000,https://sh.58.com/zufang/44570324080792x.shtml
单间 | 明日新苑 6室2厅2卫 次卧 北,明日新苑,1300,https://sh.58.com/hezu/44731805903271x.shtml
单间 | 无中介嘉定北地铁站日月光鼎固君庭民用电,日月光伯爵天地鼎固君庭,990,https://sh.58.com/hezu/44665956256658x.shtml
整租 | 豪华装修，价格真实，近南翔地铁站500米,绿地新翔家园,3400,https://sh.58.com/zufang/44700936957717x.shtml
整租 | 海伦堡海伦广场 精装两房 近嘉定新城地铁站 拎包入住,海伦堡海伦广场,2500,https://sh.58.com/zufang/44367308517271x.shtml
整租 | 澜茵华庭(东区) 2室2厅1卫,澜茵华庭(东区),4300,https://sh.58.com/zufang/44692045434647x.shtml
"整租 | 缘圆宝坻 精装一室户,多套户型可选,看房随时,拎包即",万达城市公寓,2788,https://sh.58.com/zufang/44731799245351x.shtml
单间 | 云翔佳苑 精装修 单间出租 欢迎致电,云翔佳苑,1400,https://sh.58.com/hezu/44493421238174x.shtml
整租 | 拎包入住 1室1厅1卫 1589元月 0中介,胜辛南路800号办公楼,1589,https://sh.58.com/zufang/44711108501897x.shtml
单间 | 外冈景苑 3室1厅1卫 次卧 北,外冈景苑,760,https://sh.58.com/hezu/44731457022628x.shtml
整租 | 安亭近大众 整租两房两厅 电梯房 精装全配 房间干净,澳丽映象嘉园,2500,https://sh.58.com/zufang/44632313442330x.shtml
整租 | 合景峰汇精装2室朝南出租,合景峰汇,3000,https://sh.58.com/zufang/44226382406685x.shtml
单间 | 外冈新苑(北区) 3室2厅1卫 次卧 北,外冈新苑(北区),508,https://sh.58.com/hezu/44731321902094x.shtml
整租 | 新城金郡(一期南区) 2室1厅1卫 4500元月 电,新城金郡(一期南区),4500,https://sh.58.com/zufang/44637308275857x.shtml
单间 | 冬日暖阳，阳光保证，温馨宜居，还可晾晒，不办分期贷款,日月光伯爵天地鼎固君庭,1360,https://sh.58.com/hezu/44642979921445x.shtml
整租 | 嘉利坊实房实价看房随时，精装修随时可看急租，押一付一,嘉利坊,2800,https://sh.58.com/zufang/44691686682381x.shtml
单间 | 丽江佳苑 1室0厅1卫 其他 南,丽江佳苑,1450,https://sh.58.com/hezu/44647209759506x.shtml
整租 | 光明D9空间精装两房两厅两卫朝南采光好 近宝龙 远香,光明D9空间,3100,https://sh.58.com/zufang/44743874024577x.shtml
整租 | 江桥佳苑紧邻江桥老街，沪宁小学！大看房方便,江桥二村六街坊,3000,https://sh.58.com/zufang/44579595456522x.shtml
"整租 | 蠡家真实房屋,品质小区,生活便利,拎包入住",新城金郡(一期南区),4000,https://sh.58.com/zufang/44667396386078x.shtml
单间 | 中星海上名豪苑(60弄) 3室2厅2卫 次卧 南,中星海上名豪苑(60弄),1300,https://sh.58.com/hezu/44643885348643x.shtml
整租 | 11号线南翔地铁口 曙光苑 两室一厅 双朝南 拎包入,曙光苑(嘉定),3600,https://sh.58.com/zufang/44724389196067x.shtml
整租 | 两房精装复式带燃气，近华二中学，交通便利，随时入住！,创融嘉天地,2750,https://sh.58.com/zufang/44578204069768x.shtml
整租 | 格林公馆！大平层！豪装豪配！带车位！拎包入住！看房方,格林公馆,8000,https://sh.58.com/zufang/44670037446662x.shtml
单间 | 金鹤新城双佳翠庭 2室1厅1卫 次卧 东,金鹤新城双佳翠庭,1300,https://sh.58.com/hezu/44677908223784x.shtml
单间 | 11号线南翔地铁口 曙光苑 原始朝南主卧 独厨独卫,曙光苑(嘉定),1800,https://sh.58.com/hezu/44724327533731x.shtml
整租 | 整租胜悦嘉苑(东苑)2室1厅出租，朝南可办居住证,胜悦嘉苑(东苑),2700,https://sh.58.com/zufang/44731374332819x.shtml
单间 | 金沙缘圆宝邸 2室2厅1卫 次卧 北,金沙缘圆宝邸,1500,https://sh.58.com/hezu/44667589268382x.shtml
整租 | 万科柏林映像 3室2厅2卫,万科柏林映像,8500,https://sh.58.com/zufang/44704355722765x.shtml
整租 | 月付 随时看房 不收中介非 精装修 拎包入住,漳翔路1086弄2号楼,949,https://sh.58.com/zufang/44701751508895x.shtml
单间 | 轻纺市场附近 嘉福坊 精装次卧带独卫急租 拎包入住,嘉福坊,2500,https://sh.58.com/hezu/44656147192479x.shtml
整租 | 0中介！南翔地铁站附近 豪华装修 签一年送一个月！押,金地格林春晓,2658,https://sh.58.com/zufang/44736176442882x.shtml
单间 | 泰宸沙河茗苑 1室0厅1卫 次卧 北,泰宸沙河茗苑,2600,https://sh.58.com/hezu/44747808947097x.shtml
整租 | 玉兰精装一室户  家电家具全配  可办居住证 拎包即,玉兰一村,1600,https://sh.58.com/zufang/44643316792339x.shtml
整租 | 嘉定西附近 一室一厅 押一付一 随时看房入住 精装修,练祁佳城嘉盛园(三期),2000,https://sh.58.com/zufang/44668886546059x.shtml
整租 | 精装修两房，通煤气公寓，可养宠物，小区自带商业，停车,红土天阶,2700,https://sh.58.com/zufang/44701106879901x.shtml
整租 | 绿地卡米公社 2室1厅1卫,绿地卡米公社,3350,https://sh.58.com/zufang/44643236529048x.shtml
单间 | 可短租 蛋壳解约房 和房东直签 押一付一 水电民用,金鹤新城金霞苑,1500,https://sh.58.com/hezu/44669362017186x.shtml
整租 | 刚腾空出来，长租！可办居住证，随时看房，精装全陪拎包,嘉利坊,2600,https://sh.58.com/zufang/44721452171289x.shtml
