<<<<<<< HEAD
<<<<<<< HEAD
﻿整租 | 租房 龙华清湖双地铁 ，全新家具拎包入住，有全新公共,弓村二区,3060,https://sz.58.com/zufang/45364952983707x.shtml,经度,纬度
整租 | 好房出租 金帝城市岸泊一楼大两房精装修 带天井 带储,金帝城市岸泊(公寓住宅),3800,https://sh.58.com/zufang/44744991333507x.shtml,121.473701,31.230416
整租 | 嘉定新城 绿地秋霞坊 52平精装 小1房 近万达 1,绿地秋霞坊(公寓住宅),3600,https://sh.58.com/zufang/44610010732821x.shtml,121.473701,31.230416
整租 | 刚退，14号线口，租期灵活，可月付，正规一房一厅，随,嘉利坊,3000,https://sh.58.com/zufang/44724134017317x.shtml,121.473701,31.230416
整租 | 安亭地铁站旁 底特律北楼大套 精装房 复式两层 可办,安亭财富广场(北楼),3200,https://sh.58.com/zufang/44743509588630x.shtml,121.473701,31.230416
整租 | 南北通透 浴缸 干净整洁 品质装修 民用水电 前方无,金鹤新城水岸秀苑,3900,https://sh.58.com/zufang/44466221610513x.shtml,121.473701,31.230416
整租 | 风荷丽景精装两房  价格优惠    配置齐全  近宝,风荷丽景尚城(西区公寓住...,4500,https://sh.58.com/zufang/44515043911305x.shtml,121.473701,31.230416
单间 | 深城投十一街区(东区) 独立卫生间 1000元月 精,深城投十一街区(东区),1000,https://sh.58.com/hezu/44744815720598x.shtml,121.473701,31.230416
整租 | 朝南大落地窗 豪华装修 时尚复试 白领好的选择,安亭财富广场(北楼),1350,https://sh.58.com/zufang/44114751885071x.shtml,121.473701,31.230416
整租 | 大名城名郡 1室1厅1卫,大名城名郡,1300,https://sh.58.com/zufang/44678192757377x.shtml,121.473701,31.230416
整租 | 湖畔天下(公寓住宅) 3室2厅2卫 5500元月 电,湖畔天下(公寓住宅),5500,https://sh.58.com/zufang/44234533714334x.shtml,121.473701,31.230416
整租 | 近地铁万达  两室一厅 性价比超高 照片实拍 来电即,绿地新江桥城(南区),4000,https://sh.58.com/zufang/44676210353057x.shtml,121.473701,31.230416
整租 | 整租一室户独立厨卫，房租月付，近地铁和万达，多套可选,金沙缘圆宝邸,2000,https://sh.58.com/zufang/44737570738836x.shtml,121.473701,31.230416
整租 | 照片实拍，近江桥万达地铁金运路，房租月付，拎包入住，,大宅风范城,2580,https://sh.58.com/zufang/44737765276839x.shtml,121.473701,31.230416
整租 | 11号地铁马陆站恒大御景湾 精装带地暖3室2厅,恒大御景湾,5800,https://sh.58.com/zufang/44677861065610x.shtml,121.473701,31.230416
单间 | 丽江佳苑 1室0厅1卫 其他 南,丽江佳苑,1450,https://sh.58.com/hezu/44647209759506x.shtml,121.473701,31.230416
整租 | 常发豪庭 精装一房 近嘉定新城地铁站 价格可谈 拎包,上海常发豪庭国际,3500,https://sh.58.com/zufang/44714629998088x.shtml,121.473701,31.230416
整租 | 中信泰富地铁零 距离 精装两房 采光通风 方便停车,中信泰富又一城(一期),3900,https://sh.58.com/zufang/44657447042441x.shtml,121.473701,31.230416
整租 | 地铁口 精装修 办公楼，中央空调，办公桌椅全配，拎包,中冶祥腾城市广场,11000,https://sh.58.com/zufang/44687255368481x.shtml,121.473701,31.230416
单间 | 玉兰一村 3室2厅2卫 主卧 南,玉兰一村,1400,https://sh.58.com/hezu/44390072146697x.shtml,121.473701,31.230416
整租 | 嘉定新城 光明D9空间 精装2房 拎包入住,光明D9空间,4200,https://sh.58.com/zufang/44744359130129x.shtml,121.473701,31.230416
整租 | 安亭整租一室一厅 民用水电 万科物业管理 精装全配,金桂新村,1300,https://sh.58.com/zufang/44698617664789x.shtml,121.473701,31.230416
整租 | 红翔新村两房两厅，近南翔老街，大润发，老镇步行街,红翔新村,3500,https://sh.58.com/zufang/43064077256359x.shtml,121.473701,31.230416
单间 | 中星海上名豪苑(60弄) 3室2厅2卫 次卧 南,中星海上名豪苑(60弄),1300,https://sh.58.com/hezu/44643885348643x.shtml,121.473701,31.230416
整租 | 近百联梅川步行街，复式精装大三房，价格低配套成熟，急,真新新村嘉德坊,5200,https://sh.58.com/zufang/44698286542988x.shtml,121.473701,31.230416
整租 | 安亭地铁200米 精装一室一厅 民用水电 楼层佳 采,V6时代,1350,https://sh.58.com/zufang/44676366918914x.shtml,121.473701,31.230416
整租 | 精装两房 近轻纺市场 毗邻14号地铁站 家具家电齐全,嘉利坊,3700,https://sh.58.com/zufang/44746922111903x.shtml,121.473701,31.230416
单间 | 金鹤新城双佳翠庭 2室1厅1卫 次卧 东,金鹤新城双佳翠庭,1300,https://sh.58.com/hezu/44677908223784x.shtml,121.473701,31.230416
整租 | 非中介近11号地铁桃浦站，爱ME海伦堡一室一厅，精装,海伦堡爱ME城市,3300,https://sh.58.com/zufang/44644155108119x.shtml,121.473701,31.230416
整租 | 胜辛南路800号办公楼 1室1厅1卫 1598元月,胜辛南路800号办公楼,1598,https://sh.58.com/zufang/44711238195585x.shtml,121.473701,31.230416
单间 | 大飘窗次卧，可短租，押一付一，近地铁，包物业宽带，民,日月光伯爵天地鼎固君庭,1000,https://sh.58.com/hezu/44654129266704x.shtml,121.473701,31.230416
单间 | 迎春新苑 3室1厅2卫 主卧 南,迎春新苑,850,https://sh.58.com/hezu/44545026104741x.shtml,121.473701,31.230416
整租 | 整租|陈翔路地铁站实图实价原房东首 次出租可拎包入住,湖畔天下(公寓住宅),8800,https://sh.58.com/zufang/44632255521807x.shtml,121.473701,31.230416
整租 | 万达城市公寓，整租一室户，近地铁，手机实拍视频，不做,万达城市公寓,2600,https://sh.58.com/zufang/44732824178582x.shtml,121.473701,31.230416
整租 | 新上德华大三房！自住装修！带固定车位！近印象城地铁站,德华四村,4500,https://sh.58.com/zufang/44676114440983x.shtml,121.473701,31.230416
整租 | 万科柏林映像 3室2厅2卫,万科柏林映像,8500,https://sh.58.com/zufang/44704355722765x.shtml,121.473701,31.230416
整租 | 润渡佳苑新出  精装2房  拎包入住  楼层佳采光好,润渡佳苑(西区),2700,https://sh.58.com/zufang/44677766606862x.shtml,121.473701,31.230416
整租 | 旭辉华庭(公寓住宅) 2室2厅1卫 3200元月 精,旭辉华庭(公寓住宅),3200,https://sh.58.com/zufang/44621350843939x.shtml,121.473701,31.230416
整租 | 近地铁口 精装一室户 家电全新 车位充足 交通便利,嘉利坊,3300,https://sh.58.com/zufang/44731921240077x.shtml,121.473701,31.230416
单间 | 泰宸沙河茗苑 1室0厅1卫 次卧 北,泰宸沙河茗苑,2600,https://sh.58.com/hezu/44747808947097x.shtml,121.473701,31.230416
单间 | 实拍现房！年底找我租房特价优惠，带上需求预算私聊我！,嘉海雅苑(东区),1000,https://sh.58.com/hezu/44697200334728x.shtml,121.473701,31.230416
单间 | 房东着急出租 可短租 可短租 随时看房 房租一个月一,日月光伯爵天地鼎固君庭,990,https://sh.58.com/hezu/44643000228127x.shtml,121.473701,31.230416
整租 | 精装全配品质小区环境优美生活方便 交通便利拎包入住,龙湖郦城(西区公寓住宅),3900,https://sh.58.com/zufang/44124411335563x.shtml,121.473701,31.230416
整租 | 绿地卡米公社 2室1厅1卫,绿地卡米公社,3350,https://sh.58.com/zufang/44643236529048x.shtml,121.473701,31.230416
整租 | 大融城旁，大两房，适合一家人居住，周边配套齐全，拎包,育兰二村,2600,https://sh.58.com/zufang/44747226687493x.shtml,121.473701,31.230416
整租 | 合景峰汇精装两室，房东自住装修 配置齐全近宝龙购物方,合景峰汇,4000,https://sh.58.com/zufang/44744260721697x.shtml,121.473701,31.230416
整租 | 绿地新翔家园 3室1厅1卫,绿地新翔家园,4700,https://sh.58.com/zufang/44733118961059x.shtml,121.473701,31.230416
整租 | 龙湖郦城四房两厅精装修地铁11号线嘉定新城可以办居住,龙湖郦城(西区公寓住宅),7200,https://sh.58.com/zufang/44656374763010x.shtml,121.473701,31.230416
整租 | 新出精装一房，有钥匙随时看，近地铁，中环百联，家电齐,真新新村嘉秀坊,3200,https://sh.58.com/zufang/44522019954450x.shtml,121.473701,31.230416
整租 | 可以办居住证，白银路地铁站 精装三房 家具家电全配,保利星海屿筑(北区),5000,https://sh.58.com/zufang/44291858803214x.shtml,121.473701,31.230416
整租 | 旭辉U天地 1室 1厅1卫,旭辉U天地,1800,https://sh.58.com/zufang/44743775402892x.shtml,121.473701,31.230416
单间 | 近大融城 育英街，枫树林小区单间出租 ，押一付一，拎,枫树林景苑(北区),1450,https://sh.58.com/hezu/44415703095570x.shtml,121.473701,31.230416
整租 | 温馨一房 价格好谈 近轻纺市场 毗邻14号地铁站 可,嘉利坊,2600,https://sh.58.com/zufang/44603771067013x.shtml,121.473701,31.230416
整租 | 稀有双床户型 闺蜜特惠房型 阳光充足 电梯房 家具齐,汇丰沁苑(北区),2448,https://sh.58.com/zufang/44524234024598x.shtml,121.473701,31.230416
整租 | 上海国际机电五金城 4室1厅4卫,上海国际机电五金城,6000,https://sh.58.com/zufang/44743775985433x.shtml,121.473701,31.230416
整租 | 黄渡镇中心  精装1房  空租了 电梯 随时可看 拎,大众春盛苑(公寓住宅),2400,https://sh.58.com/zufang/44691862892036x.shtml,121.473701,31.230416
整租 | 水岸金桥苑位于鹤霞路555弄一房一厅一卫月租3900,水岸金桥苑,3900,https://sh.58.com/zufang/44493278187146x.shtml,121.473701,31.230416
整租 | 嘉海雅苑精装全配小三房拎包入住,嘉海雅苑(西区),3900,https://sh.58.com/zufang/44602846557190x.shtml,121.473701,31.230416
整租 | 迎园一坊 2室1厅1卫,迎园一坊,2100,https://sh.58.com/zufang/44743767531170x.shtml,121.473701,31.230416
整租 | 嘉海雅苑小两房出租拎包入住,嘉海雅苑(北区),3100,https://sh.58.com/zufang/44589985242916x.shtml,121.473701,31.230416
整租 | 翔瑞新苑(东区)，精装整租，1房2厅，家具家电齐全，,翔瑞新苑(东区),3500,https://sh.58.com/zufang/44300547762186x.shtml,121.473701,31.230416
整租 | 精致小两房 楼层好 采光足 南北通透 家具家电齐全,嘉利坊,3600,https://sh.58.com/zufang/44636188681885x.shtml,121.473701,31.230416
单间 | 澜茵华庭(东区) 3室1厅1卫 其他 东,澜茵华庭(东区),1900,https://sh.58.com/hezu/44720399112066x.shtml,121.473701,31.230416
整租 | 简约风格 干净整洁 房型正气 交通便捷 家电齐全 拎,真新新村嘉德坊,3000,https://sh.58.com/zufang/44569763485448x.shtml,121.473701,31.230416
整租 | 雅居白领公寓精装一室一厅，复试结构价格全网超低，短租,金桂新村,1200,https://sh.58.com/zufang/44543462808197x.shtml,121.473701,31.230416
整租 | 兰棠佳苑 2室2厅1卫 2300元月 电梯房 配套齐,兰棠佳苑,2300,https://sh.58.com/zufang/44733454742312x.shtml,121.473701,31.230416
整租 | 金沙湾绿地和苑(二期) 3室1厅1卫,金沙湾绿地和苑(二期),4800,https://sh.58.com/zufang/41617560131487x.shtml,121.473701,31.230416
整租 | 近地铁，邻梅川步行街，居家之选，素质小区，交通便捷，,真新新村嘉德坊,5500,https://sh.58.com/zufang/44521963568039x.shtml,121.473701,31.230416
整租 | 13号线金沙江西路 精装公寓房 独门独户 独立卫浴,瑞尔大厦,2565,https://sh.58.com/zufang/44524220895777x.shtml,121.473701,31.230416
整租 | 城杰苑，位于鹤霞路600弄，53个平方，月租3600,金鹤新城城杰苑,3800,https://sh.58.com/zufang/44480629411995x.shtml,121.473701,31.230416
整租 | 宏立瑞园 2室 2厅1卫,宏立瑞园,3900,https://sh.58.com/zufang/44743689222559x.shtml,121.473701,31.230416
整租 | 同济大学门口 莱英北郡 高端小区 精装3房家具家电齐,莱英北郡(公寓住宅),3900,https://sh.58.com/zufang/44433837483139x.shtml,121.473701,31.230416
整租 | 丰庄十二街坊，本人实勘， 精装一房， 配套齐全，随时,丰庄十二街坊,3600,https://sh.58.com/zufang/44536856886280x.shtml,121.473701,31.230416
整租 | 金运路地铁口，整租一室户，近万达广场，华泰中心，北虹,泰宸沙河茗苑,2650,https://sh.58.com/zufang/44732804337569x.shtml,121.473701,31.230416
单间 | 沥苑新村 1室0厅1卫 主卧 南,沥苑新村,1200,https://sh.58.com/hezu/44743685750440x.shtml,121.473701,31.230416
整租 | 丰庄十四街坊，新上好房，精装全配，交通便利，生活便捷,丰庄十四街坊,3600,https://sh.58.com/zufang/44599134634139x.shtml,121.473701,31.230416
整租 | 风荷丽景 精装两房 南北通透 近宝龙城市广场 拎包入,风荷丽景尚城(西区),4000,https://sh.58.com/zufang/44714387724430x.shtml,121.473701,31.230416
整租 | 绿洲香润苑 4室1厅1卫 3200元月 电梯房 配套,绿洲香润苑,3200,https://sh.58.com/zufang/44678236683534x.shtml,121.473701,31.230416
整租 | 中冶祥腾菁英尚都 2室1厅1卫,中冶祥腾菁英尚都,3500,https://sh.58.com/zufang/44743671373713x.shtml,121.473701,31.230416
整租 | 居家欧式风格装修，商圈成熟安亭繁华地段客卧分开，随时,V6时代,1600,https://sh.58.com/zufang/44543646820766x.shtml,121.473701,31.230416
整租 | 安亭大众厂附近 整租一室 精装全配 押一付一 独立厨,龙安佳苑,1300,https://sh.58.com/zufang/44709765135745x.shtml,121.473701,31.230416
单间 | 练祁佳城盛蔷坊 3室2厅2卫 次卧 南,练祁佳城盛蔷坊,1150,https://sh.58.com/hezu/44743557289624x.shtml,121.473701,31.230416
整租 | 近地铁，精装联排别墅，周边设备齐全，居家的不二选择，,白金果岭(别墅),18800,https://sh.58.com/zufang/44734358753556x.shtml,121.473701,31.230416
单间 | 出租放心，求租安心 省时省力又放心 绝无虚假 真实价,日月光伯爵天地城市华庭,1200,https://sh.58.com/hezu/44665943528866x.shtml,121.473701,31.230416
整租 | 我是房东 独立厨卫可以烧饭，家具家电全配 1个月短租,北虹桥协通科技大厦,1344,https://sh.58.com/zufang/44702146727431x.shtml,121.473701,31.230416
单间 | 盘古天地(东区) 4室1厅2卫 次卧 朝南,盘古天地(东区),899,https://sh.58.com/hezu/44745442590370x.shtml,121.473701,31.230416
整租 | 丰华苑，三室一厅，手机实拍视频，不做虚假房源，精装拎,丰华苑,5000,https://sh.58.com/zufang/44737719222412x.shtml,121.473701,31.230416
整租 | 南翔地铁口精装公寓，5.7米复式商 住两用，可办公可,中冶祥腾城市广场,8000,https://sh.58.com/zufang/44687269717124x.shtml,121.473701,31.230416
整租 | 独栋别墅 南北通透 适合居住加办公 车位充足 出行便,包桥小区,7500,https://sh.58.com/zufang/44747200428056x.shtml,121.473701,31.230416
整租 | 永翔佳苑(东区) 1室 0厅1卫,永翔佳苑(东区),2500,https://sh.58.com/zufang/44745293895441x.shtml,121.473701,31.230416
单间 | 出租放心，求租安心 省时省力又放心 绝无虚假 真实价,日月光伯爵天地城市华庭,1200,https://sh.58.com/hezu/44566314597671x.shtml,121.473701,31.230416
整租 | 丰庄四村，精装一房，拎包入住，配套齐全，随时看房，价,丰庄四村,3500,https://sh.58.com/zufang/44632199107621x.shtml,121.473701,31.230416
"整租 | 蠡家真实房屋,紧邻大融城,品质小区,价格可谈",嘉宝紫提湾(公寓住宅),4500,https://sh.58.com/zufang/44667396610699x.shtml,121.473701,31.230416
整租 | 保利天鹅语苑(二期公寓住宅) 2室2厅1卫,保利天鹅语苑(二期公寓住...,4200,https://sh.58.com/zufang/44745272953868x.shtml,121.473701,31.230416
单间 | 地铁口 可短租 临时的家也温暖 轻松找房 押一付一,新城悠活城(南区),1200,https://sh.58.com/hezu/44665419159965x.shtml,121.473701,31.230416
整租 | 新城金郡(一期南区) 2室1厅1卫 4500元月 电,新城金郡(一期南区),4500,https://sh.58.com/zufang/44637308275857x.shtml,121.473701,31.230416
整租 | 直达徐家汇，整租一室户，可押一付一，精装修拎包入住,胜辛南路800号办公楼,1580,https://sh.58.com/zufang/44731479803788x.shtml,121.473701,31.230416
单间 | 澜茵华庭(东区) 3室1厅1卫 其他 朝东,澜茵华庭(东区),1900,https://sh.58.com/hezu/44720516364176x.shtml,121.473701,31.230416
"整租 | 金运路地铁口,整租一室户,近万达广场,华泰中心,",泰宸沙河茗苑,2650,https://sh.58.com/zufang/44731799074562x.shtml,121.473701,31.230416
整租 | 月付 随时看房 不收中介非 拎包入住 可短租一个月,漳翔路1086弄2号楼,849,https://sh.58.com/zufang/44723556311713x.shtml,121.473701,31.230416
整租 | 房源真实 价格优惠 近地铁 精装修 拎包入住 品质小,嘉善坊,3600,https://sh.58.com/zufang/44643389777828x.shtml,121.473701,31.230416
整租 | 禧福汇广场 1室0厅1卫,禧福汇广场,2900,https://sh.58.com/zufang/44745144313745x.shtml,121.473701,31.230416
整租 | 可短租 精装修 可养宠 1室1厅1卫 1599元月,胜辛南路800号办公楼,1599,https://sh.58.com/zufang/44613650617618x.shtml,121.473701,31.230416
