B站id,昵称,性别,回复内容
"看动漫是一种过程，孩童时期的认知水平不足，黑猫警长，葫芦娃，这些作品的艺术价值看不出来。
稍微大一点，就接触到了游戏王、EVA、光能使者、神奇宝贝、数码宝贝、柯南这些新奇、新颖的设定的动漫，自然是让人欲罢不能。
再到初中、高中时代最热血的年纪看到了，海贼王、火影、全职猎人、通灵王、死神等民工漫。反正中二的灵魂被彻底点燃。
大学之后，在看到FZ、地狱少女这类型的作品之后，才发现竟然会有这种深度类型的动漫，反正变得挑剔，也变得更加中二了。
大四的时候迫于生活压力，做了一段时间的现充，休息的时候还是想回来看看动漫，再回头的时候发现自己的眼光挑剔的不行了，日漫的套路看一眼就会完全无感，甚至会感到恶心。
以前火影的热血沸腾，现在就留下满脸的尴尬，真的，现实社会里面你跟不不会对这个产生共鸣的。
兴趣也慢慢转到国漫，符合文化特色的国漫才是国漫，说说镇魂街，最让人诟病的就是日漫的一些设定，真的任何一个精致的日漫都做得比它好，好在剧情不错，节奏不错，还能止损。
秦时明月，弃坑的原因是太拖沓了，当完现充的强迫症完全受不了。
魔道祖师，老旧的网文题材，现在根本提不起兴趣，主观上说，完全接受不了装疯卖傻的主角，就算知道是装疯卖傻，也完全无法接受，如果没看过原著，直接看动漫，是入不了坑的，一点也不快意。
锦衣卫，优缺点也是很鲜明，还带打磨。
狐妖，这是一部优缺点都很鲜明的作品，不过胜在剧情跌宕起伏，伏笔连篇，绝对让你过瘾，而且很搞笑。
一人之下，除了被日方坑了，没钱，挑不出什么大毛病，后期剧情打斗都是上上之选。
刺客五六七，满分不想说话。
剑网三，侠肝义胆沈剑心满分，和五六七不相上下，反正同人逼死正剧的感觉，期待正剧的表现。
总得来说，满分作品的风格自成一派，或者是自己有其独特的风格，在节奏，风格，打斗，日常，还要立意和伏笔都融合的很好，符合时下年轻人的文化和口味，那些日漫元素，什么学卖肉，学卖萌，头好痛，我求你们了，中国人不是这样的，去掉这些垃圾才能收获好评。",6973725,王司徒为你写诗,男
"喜羊羊的剧场细看每一部都有蕴含着教育的从第一部开始，
牛年：包容他人就是原谅自己，
虎年：历史无法改变，不要想着去后悔，回到过去是不能了。我们无法回到过去，但是我们可以记住过去，改变未来。
兔年：生活要学会在苦难中学会乐观，或许就不一眼的效果。生活尝过苦，才会珍惜甜
龙年：孩子需要被关爱，一旦缺乏关爱，就会对孩子留下一生的伤疤，丢掉玩具或许会成长，但是不要忘记那是给你曾经带来快乐的东西
蛇年：我们无法控制天气，如果强行控制，会导致灾难的发生。我们无法战胜自然，但是可以和自然和平共处
马年：成长过后不要长期留在紧张的工作或者学习中而失去了快乐，有时候放下手里的工作或者学习去放松是个很好的选择
羊年：与朋友之间可能会忘记什么重要的事，但永远都不会改变他/她是你最重要的伙伴(=・ω・=)",30665157,时崎狂三た,保密
"似乎UP应该弄清文化自信到底是什么，而不是什么对比出的“优越感”，文化侵略的应对方式起码首先不是坚持自己的一成不变，而是先学习，先学习，先学习，还没学会走就来不及跑，所谓的“坚持自己”无谓是像清末的光景——“老祖宗的东西不能丢”，为自己的“无力”找借口罢了
为什么初期要学习别人？因为对方在这方面做的更成熟，霓虹的画风千千万，都是东亚人的审美，哪来的什么日漫国漫风？所谓的风格只是【观众】爱看什么样，动画组才会做成什么样，一切都是以市场决定的，抛开市场一味地贬低这个那个，像或不像，似乎原本就没搞清被文化入侵的根本原因吧？只有剧情场景中或故事结构里自然地融入了中国元素，并将之成为一种出口体系，那才叫文化输出，而不是现在盲目的纠结于画风！至于后期如何更好地表达中国元素，那才是学习成功后国漫该做的事，注意是“学习成功后”
没人让你不坚持自己，但请先学会做好自己！做好自己",3983129,木鱼呆,男
"谈了三年国漫崛起，请给我找出一部现象级的作品，顺便提一下上一部现象级的在五六十年前，你觉得三年能补齐差距？美国二百年历史，从半道冲出来，有自己的东西吗？不还是脱胎于欧洲，木带自己的想法，木带自己的投入。有国漫崛起想法的只是小众，资本家只会想着怎么赚钱快，怎么成本低。
听着他们说崛起，那只是拿情怀做事而已。不要随随便便给一部国漫贴上崛起标签，人家只是热爱动漫，单纯的想做动漫而已。",51468574,千本渚,男
"UP主
多发些这些视频
有利于给当代青少年树立起正确三观
在娱乐游戏同时
闲下来 看看这世界不是娱乐至死",73694478,信仰是什么呢,男
笔杆子丢掉的原因,97010718,好好的节奏,男
谁说过古中国！？ 为什么不说古中国！？ 因为你没让人占领了然后让别人帮你考古～,616075,中二的MSpilot,男
最近像up一样宣传新思想的人越来越多了，时代变了。以现在整个社会的状态，恐怕一场思想运动已经近在咫尺。而up的努力就是为这场即将到来的思想运动添加柴火，加油！[支持],6765702,雪之路,男
自信要枪杆子,381741194,爱做梦的木头鱼,男
对内正本清源，对外扬我国威，树立大国自信，不能让内外反动派得逞。,364087202,抵抗的火焰绝不熄灭,男
舆论阵地你不去占领别人就会占领,185902188,劳资无所谓,保密
我忘记是谁说过，大概意思就是我们中华民族，黑眼睛黄皮肤，黑头发就是我们的美。,404562781,诗雨chen,女
都给我把腰杆挺直咯[doge][奋斗],350556097,富兰林可,保密
那么多人怎么怎么崇拜西方的文明，把中华文明贬低的一无是处，也很偏激啊，可是那么多人连连叫好。在这种环境里，单说中国文化怎么好，也会召来嘲笑和鄙视的人。难道我们就不能辩驳吗？只有把他们崇拜的文明和我们的对比这看，他们才能不那么自欺欺人。不对比，怎么有好与坏，对与错，自信与自卑本身就是形容词，没有对比，怎么能看见？你说他指责别人，难道你现在不是在指责他吗？不要宽以待已严以待人。况且指责错误的事是对，指责对的事是错。我们的文明确实是十大文明唯一没有中断的，比其他的文明更长，美国文化两百多年，难道说谎了吗？而你说他指责其他国家没有文化，不是把他的原话加工成偏激了吗？他说的是事实，而你说的才是谎言。你才是偏激，指责别人的人好吗？,34114854,焱岩兔,保密
"对自己要有自信。
该什么样就什么样。
盲目模仿只会不伦不类。",33132171,CH3COOL,男
加油，广大同志们就在你身后，还有很多的在沉沦的同志们等着唤醒,36131572,喝咖啡的火星人,男
要自信,149262222,姬森-meikong,男
可是网上还是有人说崖山之后再无中华，说宋朝之后，中华文明已经断层了。。现在我有点矛盾，不知道谁说的更有道理了。。。不过我们现在依然过春节、写汉字，依然有中医和武术，个人觉得好像没有彻底断层吧？,315892196,劲松云海,男
美国为首的西方国家真的是无耻,343277513,gjl120814,保密
顺色了[呲牙],220701794,大千世界万万名,保密
说偏激的人真的很欠揍,452646759,彝族吉他小伞,男
但是黑人我们怎么同化他们。。。。同化他们的前提是有认同感。。。混血的后代，很多显性性状都不像我们，根本没有认同感。。。,545799218,赤の軍,男
你们是不知道，我这些年跟崇洋媚外的吵了多少架，怎么掰都掰不过来，当初在他们思想萌芽立三观的时候就应该给他们头按在屏幕前面看艾老师的讲座！,242207768,绘星风,保密
哪里还有完整视频,49955121,不合格的韭零后,保密
求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求开头背景音乐求,8282388,bilililiillilibli,保密
有营养的恰饭,14785803,知足最真杰作选,女
原以为是个好纪录片，广告一出来就变成不伦不类的丑勾史了，可笑至极,275989695,寻觅社,保密
只有丢了才需要找。。。这个是潜台词。,12977910,速冻飞鱼·,男
"玩过这个土的游戏哎,,Ծ^Ծ,,",78057843,大林在哪里,女
广告太多取关了不反对恰饭但你实在太多了粗算一个月都是房子都是旅舍实在反感再见(ー_ー)!!个人意见不喜勿喷可以讨论,25020793,XZASQW,男
这作者天子门生，画完没多久就死了[无语],4121506,特异型高二病,保密
想知道bgm[大哭],93205601,小川吃烤鱼,保密
开头当的一声  啥背景音乐啊,8282388,bilililiillilibli,保密
在TED上看过他的演讲 还蛮有意思的,401916925,不想吃西瓜呀,保密
一条×立邦 采色之旅[支持]高逼格,88954896,哎赤芋圆,保密
