marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vines,Impact_factor,review_headline,review_body,total_words,words_number,review_date
US,9762969,R33QQZWE5WZ1MK,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",Major Appliances,5,1,1,N,1.0,Easy install.  Looks great.  Works great.,"Lighter than the GE one it replaced.  Easy, simple to use TouchPad.  Installation was easy and I am not the best when it comes to installation of appliances.  I usually pay someone but the previous reviews indicated it was simple and they were right.  You just need 2 people when you are ready to lift it up and hang it in place.","['right', 'Lighter', '2', 'pay', 'hang', 'best', 'the', 'you', 'were', 'TouchPad', 'but', 'than', 'previous', 'Works', 'they', 'to', 'GE', 'use', 'of', 'You', 'usually', 'comes', 'reviews', 'one', 'lift', 'was', 'Installation', 'someone', 'Looks', 'install', 'easy', 'and', 'in', 'installation', 'ready', 'need', 'are', 'Easy', 'people', 'great', 'place', 'indicated', 'am', 'I', 'it', 'simple', 'just', 'not', 'up', 'when', 'replaced', 'appliances']",52,8/13/2015
US,33552683,R2XD9H8S4VPDDT,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,3,4,N,2.0,"Great microwave, I would purchase again.","Install was really easy, and the microwave looks and works great. The buttons are really touch sensitive and it seems to clean very easily.","['The', 'works', 'microwave', 'Great', 'the', 'would', 'seems', 'clean', 'very', 'really', 'touch', 'to', 'again', 'buttons', 'was', 'easy', 'and', 'are', 'purchase', 'great', 'easily', 'I', 'looks', 'it', 'Install', 'sensitive']",26,8/13/2015
US,15901046,R2OXNE998ILXLZ,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,0,0,N,1,Amazon reviews were misleading.,"One of my worst Amazon purchases. I hate this microwave and deeply regret purchasing it.  It is GIANT and heavy, sits crooked on a flat surface, and heats food unevenly!  You can get WAY better for LESS MONEY!!!!!  Shocked, because usually Amazon reviews are so spot on.","['regret', 'hate', 'worst', 'microwave', 'is', 'misleading', 'heavy', 'for', 'flat', 'GIANT', 'because', 'One', 'sits', 'get', 'WAY', 'deeply', 'my', 'You', 'of', 'usually', 'can', 'LESS', 'reviews', 'better', 'and', 'crooked', 'Amazon', 'are', 'It', 'spot', 'so', 'purchasing', 'on', 'this', 'heats', 'surface', 'MONEY', 'a', 'I', 'Shocked', 'unevenly', 'it', 'purchases', 'were', 'food']",45,8/12/2015
US,32907120,R1CXMZHGT72D65,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,0,1,N,-1.0,Five Stars,Just installed it  that part was easy,"['Stars', 'was', 'part', 'easy', 'that', 'Five', 'it', 'installed', 'Just']",9,8/12/2015
US,13920155,R1DDJOZCYZBOT9,B00009V3X6,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,Major Appliances,5,2,3,N,1.0,I couldn't enjoy our travels in our RV if I didn't have ...,I couldn't enjoy our travels in our RV if I didn't have my Sharp convection/microwave oven. I just love it !,"['RV', 'love', 'our', 'in', 'my', 'I', 'convection/microwave', 'travels', 'have', 'Sharp', 'it', ""didn't"", 'enjoy', 'just', 'if', 'oven', ""couldn't""]",17,8/11/2015
US,35553621,R3EPBXK1X7BZDI,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,5,0,0,N,1,Excellent Microwave -- does the job!,"Excellent product -- does the job.  I have one in my home, and when an older over-the-stove unit failed in a rental, I immediately ordered another.  A few things are tricky in the install, but were easily and quickly resolved.  Tenants happy, I'm happy.  In this case, the older unit had limited functionality, the Whirlpool has several features new to them that are real benefits.","['--', 'job', 'does', 'over-the-stove', 'resolved', 'Microwave', 'In', 'rental', 'features', 'the', 'immediately', 'but', 'has', 'A', 'tricky', 'functionality', ""I'm"", 'to', 'my', 'quickly', 'Whirlpool', 'that', 'case', 'have', 'several', 'failed', 'one', 'things', 'in', 'and', 'install', 'new', 'few', 'another', 'are', 'an', 'benefits', 'this', 'home', 'Excellent', 'ordered', 'easily', 'real', 'unit', 'a', 'I', 'had', 'limited', 'them', 'were', 'when', 'happy', 'older', 'product', 'Tenants']",55,8/10/2015
US,39828584,R1HFUJLGGZLA2X,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,5,0,0,N,1,Five Stars,love it!,"['Five', 'love', 'Stars', 'it']",4,8/9/2015
US,12284007,R1SGRCSYQEMI0F,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,5,0,0,N,1,Great drawer microwave,"We really like the look of this microwave. We used the same model in our last home and liked it and just had a new home built and chose to have the same model installed in our new kitchen. We have never had any issues with it. It is classy looking, large enough for a casserole dish, and heats well.","['used', 'microwave', 'same', 'Great', 'last', 'is', 'the', 'for', 'with', 'really', 'large', 'like', 'never', 'chose', 'We', 'model', 'kitchen', 'casserole', 'to', 'well', 'of', 'have', 'any', 'looking', 'drawer', 'in', 'and', 'classy', 'new', 'It', 'issues', 'this', 'heats', 'home', 'our', 'built', 'a', 'enough', 'it', 'liked', 'dish', 'look', 'installed', 'just', 'had']",45,8/9/2015
US,17681666,R198VUDI60EYSE,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,4,4,N,4.0,microwave worked fine when I bought back in March '15,microwave worked fine when I bought back in March '15; then a few days ago it would not turn on. Will not buy Danby microwaves again.,"['microwave', ""'15"", 'would', 'buy', 'Will', 'turn', 'then', 'again', ""'15;"", 'worked', 'in', 'days', 'few', 'bought', 'March', 'on', 'fine', 'back', 'a', 'Danby', 'I', 'ago', 'it', 'not', 'microwaves', 'when']",26,8/9/2015
US,15944240,R2VDH787K2ZDVS,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,2,3,N,1.0,to the point where it's annoying. If I had known this before I purchased ...,"When you close the door, it is VERY loud, to the point where it's annoying. If I had known this before I purchased it, I would have bought a more expensive one to not deal with the noise every time it closes. The plastic covering the buttons is already ripping, had it for less than a year. Other than that, it works fine.","['The', 'door', 'works', 'VERY', 'is', 'the', 'expensive', 'plastic', 'you', 'with', 'would', 'point', 'for', 'before', 'purchased', 'already', 'than', 'Other', 'less', 'year', 'to', 'that', 'time', 'have', 'noise', 'more', 'known', 'When', 'buttons', 'one', 'bought', 'annoying', 'loud', 'this', 'deal', 'fine', 'covering', 'close', 'every', 'a', 'where', 'I', 'not', ""it's"", 'it', 'closes', 'If', 'had', 'ripping']",49,8/9/2015
US,11216874,RJSZGT70TBDBX,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,1,N,-1.0,Still in the box,"Purchased this for college student and it has not been used yet. Still in the original box. Looks nice, however.","['been', 'used', 'the', 'for', 'has', 'student', 'college', 'original', 'Still', 'in', 'and', 'Looks', 'box', 'this', 'however', 'Purchased', 'yet', 'it', 'nice', 'not']",20,8/9/2015
US,24044335,R1LKTKXR8G1437,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,5,0,1,N,-1.0,Five Stars,Awesome!,"['Five', 'Stars', 'Awesome']",3,8/9/2015
US,5679534,R2UDBTRZJPU09T,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,1,but it is a little slow and worse of all it has no way to quickly add ...,"Microwave and reheat function works well, but it is a little slow and worse of all it has no way to quickly add 30 seconds or a minute. You must always either select a mode or manually enter the cook time before starting.","['or', 'works', 'Microwave', '30', 'is', 'the', 'but', 'seconds', 'slow', 'before', 'all', 'has', 'starting', 'to', 'quickly', 'well', 'You', 'of', 'time', 'function', 'enter', 'no', 'and', 'worse', 'reheat', 'select', 'add', 'manually', 'mode', 'either', 'must', 'minute', 'little', 'a', 'cook', 'it', 'always', 'way']",38,8/8/2015
US,2715832,R2487ZJ2GCE02N,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,Very good item,"['Stars', 'good', 'Very', 'Five', 'item']",5,8/7/2015
US,16496840,R33PO0Y4KJSRIB,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,1,Love it!,"I was reluctant to get a microwave because of limited counter space that I have in my tiny apartment, so I talked myself out of not needing a microwave. But then I realize how convenient it is to have one and found this one that's just the right size, that's when I knew I had to get it. But don't let its size fool you...it can fit a full sized dinner plate. Five star for sleek design and function. Love it!","['right', 'space', 'But', 'microwave', 'let', 'dinner', 'how', 'is', 'found', 'the', 'Five', 'for', 'needing', 'design', 'because', 'youit', 'get', 'size', 'to', 'my', 'talked', 'convenient', ""don't"", 'that', 'of', 'then', 'star', 'have', 'sleek', 'can', 'plate', 'function', 'Love', 'one', 'was', 'in', 'out', 'myself', 'and', 'knew', 'realize', ""that's"", 'counter', 'so', 'apartment', 'this', 'fool', 'full', 'a', 'I', 'fit', 'limited', 'it', 'tiny', 'its', 'sized', 'just', 'not', 'had', 'when', 'reluctant']",61,8/6/2015
US,16779914,R32U84HFYW9RAB,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,"Great price, great microwave","The microwave does what it's supposed to do and is easy to use. I like the express settings so when you press any single digit it automatically puts in that amount of minutes. It is great for urban kitchen needs. For smaller kitchens, doesn't take up too much space or for bringing up flights of stairs it is nice and light. Really compact, heats up food well. Great for the price.","['or', 'The', 'space', 'microwave', 'does', 'kitchens', 'Great', 'is', 'the', 'for', 'take', 'you', 'bringing', 'like', 'supposed', 'automatically', 'kitchen', 'too', 'to', 'well', 'use', 'that', 'of', 'any', 'For', 'puts', 'express', 'easy', 'and', 'settings', 'press', 'digit', 'in', 'amount', 'urban', 'smaller', 'much', 'what', 'flights', 'It', 'do', 'stairs', 'so', 'light', 'great', 'heats', 'needs', 'price', 'I', 'single', ""it's"", 'it', 'nice', 'Really', ""doesn't"", 'food', 'compact', 'minutes', 'up', 'when']",60,8/6/2015
US,18164108,R243KI1FG0AU9V,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,4,2,2,N,2.0,Very good but smelly,"Our microwave was working fine, but had a number of rusty spots.  I cleaned the inside really well and sanded the spots to bare metal.  There was enough paint in the can to cover the spots as well as put a light layer on the remainder of the interior.  i.e. to give a uniform color appearance.  The only issue is that it took a week for it to air out.  You could still smell it a couple of weeks later.  But eventually it went away.  Overall, I'm happy.  The 10-yr microwave continues to work well and now it looks nice again too.","['The', 'Our', 'smell', 'eventually', 'uniform', 'later', 'now', 'too', 'Very', 'of', 'away', 'working', 'give', 'in', 'and', 'out', 'metal', 'fine', 'inside', 'a', 'air', 'I', 'put', 'it', 'cover', 'to', 'You', 'appearance', 'was', 'went', 'week', 'issue', 'looks', '10-yr', 'took', 'happy', 'had', 'could', 'Overall', 'work', 'sanded', 'interior', 'for', 'but', ""I'm"", 'paint', 'well', 'color', 'again', 'can', 'layer', 'spots', 'good', 'only', 'rusty', 'as', 'number', 'There', 'light', 'continues', 'cleaned', 'But', 'microwave', 'is', 'the', 'really', 'weeks', 'bare', 'ie', 'that', 'remainder', 'still', 'couple', 'on', 'enough', 'nice', 'smelly']",77,8/5/2015
US,37140085,R2WZZTZYTMETND,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,5,2,2,N,2.0,A real beauty!,What a beautiful micro.  I love it.  Works great.,"['love', 'A', 'Works', 'real', 'a', 'micro', 'I', 'beauty', 'it', 'What', 'beautiful', 'great']",12,8/5/2015
US,13834456,R3E7YAWJUADFEN,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Very satisfied,"For the low price, it works very well. Compact and nice looking.","['looking', 'satisfied', 'price', 'works', 'and', 'Very', 'well', 'low', 'the', 'it', 'nice', 'Compact', 'very', 'For']",14,8/5/2015
US,16390693,R2DJ78G40RCH9Z,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,0,0,N,1,excellent!,"Excellent! I love the shape and size, perfect for a small kitchen","['shape', 'love', 'perfect', 'size', 'kitchen', 'Excellent', 'and', 'a', 'I', 'the', 'for', 'small', 'excellent']",13,8/4/2015
US,41449260,RN8OH8WQQAE3Z,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Better than expected!,Had not heard of this brand. Was a little unsure about purchasing.  Really nice looking and very quiet!  Great value!,"['Had', 'Great', 'very', 'than', 'Better', 'expected', 'of', 'looking', 'Was', 'brand', 'quiet', 'and', 'purchasing', 'this', 'little', 'a', 'unsure', 'about', 'Really', 'nice', 'not', 'value', 'heard']",23,8/4/2015
US,1103910,RRC3S9SHXY1XP,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,5,0,0,N,1,Five Stars,very good,"['Five', 'Stars', 'good', 'very']",4,8/4/2015
US,35729606,R2S6C5PBXVCHFD,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,"This is the best, most efficient little microwave we have ever had.","['ever', 'Stars', 'microwave', 'we', 'little', 'most', 'best', 'is', 'the', 'Five', 'This', 'efficient', 'have', 'had']",14,8/4/2015
US,993508,R1RCBMXTERHOHJ,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,5,0,1,N,-1.0,Five Stars,Easily installed it is both attractive and operates easily,"['Stars', 'both', 'Easily', 'and', 'easily', 'operates', 'is', 'Five', 'attractive', 'it', 'installed']",11,8/3/2015
US,14065351,RTRM5DKF96E9D,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,1,This is the perfect size for the space we have and I think ...,This is the perfect size for the space we have and I think it's the only one that will fit! And good quality.,"['perfect', 'space', 'think', 'we', 'is', 'the', 'This', 'for', 'will', 'size', 'that', 'have', 'quality', 'one', 'only', 'good', 'and', 'And', 'I', 'fit', ""it's""]",21,8/2/2015
US,17321040,R32N9OYUHZYHKB,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,2,21,22,N,20.0,Not very happy with the new design,"I had the older version 2083ST and it stopped working so I replaced it with this microwave - has identical size and older model does not exist.<br /><br />Two aspects were problematic from the prior model - one of the mounting screws was located in the wrong position, thankfully the wall bracket and one of the screws aligned perfectly. So had to drill one more screw. However, the two screws are not symmetrical i..e the distance from the sides of the microwave are different. This is bad engineering, as the center of gravity is not the center.<br />Second, the interior is grey, so we cannot be see the food cooking. Moreover, the bottom of the outside panel is tinted (or black) so unless you are 6 ft tall, you cannot see the very dark interior with very small light.<br />Further, the microwave arrived with the mounting bracket (which was located at the top of the microwave carton) bent; thankfully, we had the older one, we did not have to use it.<br />Overall, disappointed with LG design and there is no backward compatibility with older models.","['aligned', '/>Further', 'we', 'tall', 'identical', 'with', 'arrived', 'center<br', '6', 'different', 'size', 'So', 'from', 'of', 'use', 'bent;', 'have', 'working', 'ft', 'in', 'and', 'engineering', 'compatibility', '(which', 'are', 'stopped', '/>Two', 'version', 'I', 'it', 'food', 'LG', 'replaced', 'problematic', 'Moreover', 'prior', 'This', 'very', 'design', 'light<br', 'aspects', 'to', 'perfectly', 'backward', 'one', 'was', 'position', 'no', 'new', 'outside', 'dark', 'so', 'wall', 'However', 'mounting', 'wrong', 'small', 'happy', 'sides', 'had', 'older', 'panel', 'does', 'screws', 'interior', 'you', '/><br', 'symmetrical', 'models', 'model', 'black)', 'disappointed', 'did', 'bracket', 'more', 'cannot', '/>Overall', 'located', 'unless', 'as', '(or', 'gravity', 'tinted', '-', 'cooking', 'carton)', 'bad', 'distance', 'it<br', 'see', 'microwave', 'is', 'the', 'grey', '2083ST', 'be', 'Not', 'has', 'ie', '/>Second', 'drill', 'exist<br', 'thankfully', 'screw', 'two', 'this', 'top', 'center', 'at', 'there', 'were', 'not', 'bottom']",113,8/2/2015
