整租 | 优尚公寓直租，近佐阾购物中心大润发，loft一房一厅,优城商务大厦,2680,https://sz.58.com/zufang/43561408828185x.shtml
整租 | 龙华观澜4号线长湖站，华盛观荟舒适1房1厅，拎包入住,华盛观荟(商住楼),2700,https://sz.58.com/zufang/45527809302709x.shtml
整租 | 地铁口佳华领域 2室1卫 安静舒适精装修 电梯房,佳华领域广场,3500,https://sz.58.com/zufang/45538971693879x.shtml
整租 | 龙华 观澜 阳基御龙山 精装大三房 随时可看,阳基御龙山,3500,https://sz.58.com/zufang/45499154950453x.shtml
整租 | 急租 家私漂亮 楼层好 价格美丽 大社区 游泳池 出,风和日丽花园,3800,https://sz.58.com/zufang/45539412061826x.shtml
整租 | 清湖地铁站商 住两用小区公寓 有停车位 环境好 拎包,清湖名苑,2980,https://sz.58.com/zufang/45506297646381x.shtml
整租 | 微商大厦精装豪华一房一厅出租   南北通透  阳光美,嘉霖微商大楼,2200,https://sz.58.com/zufang/45431850418361x.shtml
整租 | 近壹城商圈，厅出阳台， 端户大阳台。,苹果园,2800,https://sz.58.com/zufang/45373077668227x.shtml
整租 | 苹果园精装两房，家私齐全，拎包入住,苹果园,3600,https://sz.58.com/zufang/45439524181664x.shtml
整租 | 老铁 租房看这里 带娃养老两不误 茜坑地铁站附近 小,美佳华首誉,3800,https://sz.58.com/zufang/45506088311817x.shtml
整租 | 龙华 观澜 阳基御龙山精装大三房 随时可看,阳基御龙山,3500,https://sz.58.com/zufang/45496611145015x.shtml
整租 | 清湖豪装公寓 押一付一 超大阳台 采光充足视野好,大唐时代公寓,2300,https://sz.58.com/zufang/45517220327712x.shtml
整租 | 龙华医院旁边精装三房出租，家私电器齐全，拎包入住，看,华盛观荟,2800,https://sz.58.com/zufang/45317940507522x.shtml
整租 | 四号线地铁口长湖站，观澜二小，华盛观荟，一房一厅家电,华盛观荟(商住楼),2700,https://sz.58.com/zufang/45364975378483x.shtml
整租 | 初次出租 家私电齐全 拎包入住 装修保养好 看房方便,苹果园,3100,https://sz.58.com/zufang/45453303827462x.shtml
整租 | 佳华领域广场(一期) 2室1厅 空间利用大 安静舒适,佳华领域广场,3200,https://sz.58.com/zufang/45431899157301x.shtml
整租 | 田背花园，地铁竹村站，高盛公寓，合正福城天虹和美佳华,田背花园,3100,https://sz.58.com/zufang/45519680744339x.shtml
整租 | 观澜章阁大三房拎包入住高楼层,汇龙公馆,2400,https://sz.58.com/zufang/44942849003297x.shtml
整租 | 清湖北地铁站 翠湖茗苑2房 大阳台，诚心出租,翠湖茗苑,3500,https://sz.58.com/zufang/45466907271215x.shtml
整租 | 现代简约风格精装修可养宠物,苹果园,2700,https://sz.58.com/zufang/45373114820900x.shtml
整租 | 朝北看花园，业主急租价格有空间,苹果园,2800,https://sz.58.com/zufang/45539555207859x.shtml
整租 | 福城天虹 附近 美佳华首誉 2室2厅1卫 4000元,美佳华首誉(商住楼),4000,https://sz.58.com/zufang/45517121964598x.shtml
整租 | 清湖地铁口盛世江南两房出租家私齐全实图实价格,盛世江南,3600,https://sz.58.com/zufang/45494735118254x.shtml
整租 | 龙华清湖宝湖居（花半里旁）正三房 带家私电器出租 实,清湖宝湖居,4000,https://sz.58.com/zufang/45531749238712x.shtml
整租 | 急租 小区房 龙华山姆会员店 附近龙华公寓精装两房,警备区龙华公寓,2500,https://sz.58.com/zufang/45539218229153x.shtml
"整租 | 清湖铭泉2房精装修,业主诚心出租",清湖铭泉,3800,https://sz.58.com/zufang/45265648672516x.shtml
整租 | 龙华 观澜 万科九龙山 精装大三房 随时可看,万科九龙山,3900,https://sz.58.com/zufang/45499848996918x.shtml
整租 | 高尔夫精装一房，家私齐2700火爆招租，拎包住高层,观澜豪园假日赛维纳,2700,https://sz.58.com/zufang/45519222436889x.shtml
整租 | 龙华清湖翠湖茗苑（花半里对面）月底可入住 实景实价,翠湖茗苑,3200,https://sz.58.com/zufang/45396093923475x.shtml
整租 | （真实）西坑地铁口 美佳华首誉 天虹旁 精装全齐两房,美佳华首誉,4000,https://sz.58.com/zufang/44147988143501x.shtml
整租 | 空房出租！香缇雅苑 急租 正规两房 楼层好 安静,香缇雅苑,3600,https://sz.58.com/zufang/45538816111291x.shtml
整租 | 苹果园 1室1厅1卫 2800元月 电梯房 精装修！,苹果园,2800,https://sz.58.com/zufang/43891420360067x.shtml
整租 | 清湖地铁站硅谷大院红本小区办公居家皆可，超大全新装修,清泉小区,2199,https://sz.58.com/zufang/45432605063587x.shtml
整租 | 华盛观荟 3室2厅1卫 3300元月 精装修 配套齐,华盛观荟,3300,https://sz.58.com/zufang/45539427703848x.shtml
整租 | 地铁口观澜站 精装修3房 业主急租 看城市景观 拎包,华盛观荟,2800,https://sz.58.com/zufang/45141242906763x.shtml
整租 | 清湖附近国贸大厦旁豪装拎包入住！,清湖新村,2600,https://sz.58.com/zufang/44980624071299x.shtml
整租 | 龙华 观澜 精装中式大四房 随时可看,珑门,4000,https://sz.58.com/zufang/45495516333326x.shtml
整租 | 赛维纳精装公寓  家私家电齐全 拎包入住  2800,观澜豪园假日赛维纳,2800,https://sz.58.com/zufang/44825403778073x.shtml
整租 | 共和花园 2室1厅1卫,共和花园,2100,https://sz.58.com/zufang/41562315014553x.shtml
整租 | 4号线清湖地铁口 1室1厅1卫 超高性价比 电梯房,富联新村,2000,https://sz.58.com/zufang/44489391754126x.shtml
整租 | 近龙华地铁站 汇海广场 豪华两房一厅 样板间出租 拎,山咀头村,3500,https://sz.58.com/zufang/45532005334410x.shtml
整租 | 羊台新村 2室1厅1卫,羊台新村,2200,https://sz.58.com/zufang/45522558070713x.shtml
整租 | 拎包入住，业主诚租 企业力荐诚意出售,特发和平里(二期),3500,https://sz.58.com/zufang/45529170381210x.shtml
整租 | 地铁口押一付一免管理费免租金一个月精装修拎把入住 采,创业花园,2099,https://sz.58.com/zufang/44911983473953x.shtml
整租 | 龙胜老村 2室1厅1卫,龙胜老村,2300,https://sz.58.com/zufang/45386813051809x.shtml
整租 | 白石龙地铁4号线6号线，新小区，全新装修,新彩苑,4000,https://sz.58.com/zufang/45516489033375x.shtml
整租 | 世纪春城实用两房，诚心出租,世纪春城(三期),3800,https://sz.58.com/zufang/45530118812598x.shtml
"整租 | 业主诚心出租,看房提前联系",金地塞拉维花园,3800,https://sz.58.com/zufang/45474959793460x.shtml
整租 | 金凤凰豪苑 2室2厅1卫,金凤凰豪苑,3480,https://sz.58.com/zufang/41450423952774x.shtml
整租 | 澳华花园 4室2厅2卫,澳华花园,3800,https://sz.58.com/zufang/45399609753519x.shtml
整租 | 清湖地铁站200米，精装修高品质一室大单间,富茂新村,2180,https://sz.58.com/zufang/45534713020342x.shtml
整租 | 龙华中心清湖地铁站 幸福城保利悦都 超大单间 押一付,美丽365花园,2790,https://sz.58.com/zufang/45319175501061x.shtml
整租 | 观澜茜坑新村 规范小区 地铁口 电梯房 3室2厅1卫,茜坑新村,2500,https://sz.58.com/zufang/45431312449836x.shtml
整租 | 白石龙地铁站 豪华公寓 1室1厅,白石龙一区,2250,https://sz.58.com/zufang/44546949657371x.shtml
整租 | 腾龙路龙塘新村 3室1厅1卫,腾龙路龙塘新村,3200,https://sz.58.com/zufang/44534685758756x.shtml
整租 | 白石龙地铁站 潮寓 1室1厅,白石龙一区,2300,https://sz.58.com/zufang/44514632531473x.shtml
整租 | 优尚公寓直租，优城近佐阾购物中心大润发，loft一房,优城商务大厦,2480,https://sz.58.com/zufang/43551757097752x.shtml
整租 | 大浪义务商品城楼上 盛旺家园3房 高楼层 精装修 拎,盛旺家园,4000,https://sz.58.com/zufang/45516712143237x.shtml
整租 | 观澜四号线地铁口长湖站，华盛观荟旁都市家园，家电齐全,都市家园,2400,https://sz.58.com/zufang/45475606162863x.shtml
整租 | 实图三合华侨豪华2室 电梯房 拎包入住 数量不多 采,三合华侨新村,2600,https://sz.58.com/zufang/45509251663670x.shtml
整租 | 4号线沿线，整租直达福田罗湖南，户户采光好，独立厨房,白石龙一区,2800,https://sz.58.com/zufang/45478857004937x.shtml
整租 | 新田茗苑两房精装出租,新田茗苑,3000,https://sz.58.com/zufang/45510204844431x.shtml
整租 | 签约立减2000 民水民电免中介 地铁口精装修 拎包,创业花园,2199,https://sz.58.com/zufang/44500393553942x.shtml
整租 | 百丽名苑 2室2厅1卫  精装修 免费停车 随时看房,百丽名苑,2400,https://sz.58.com/zufang/45397460903946x.shtml
整租 | 5号线民治 大润发 押一付一两房一厅 沙吓村 电梯高,沙吓村,2200,https://sz.58.com/zufang/45296090163349x.shtml
整租 | 龙华观澜 精装3房 装修半年 首出租 中央空调 小区,百丽名苑,3000,https://sz.58.com/zufang/45508437094556x.shtml
整租 | 双地铁口旁！泰莱雅苑3房高楼层带3台空调，通天然气！,泰莱雅苑,2999,https://sz.58.com/zufang/45439749720759x.shtml
整租 | 民治红山上塘深圳北五和附近单间一房两房均匀拎包入住任,红山6979,2480,https://sz.58.com/zufang/45510692689468x.shtml
整租 | 龙华地铁口，富通天骏，居家温馨三房，业主诚心出租,富通天骏,4000,https://sz.58.com/zufang/45429398086836x.shtml
整租 | 整租 五号线 民治 水尾新村 品牌公寓 一房一厅 拎,水尾新村,2223,https://sz.58.com/zufang/45499911018119x.shtml
整租 | 红山地铁口创业花园精装修家私齐全采光好民水民电一房一,创业花园,2399,https://sz.58.com/zufang/45487614540448x.shtml
整租 | 润达圆庭 1室0厅1卫 2000元月 28平 精装修,润达圆庭,2000,https://sz.58.com/zufang/45487206330145x.shtml
整租 | 观澜二小，华盛观荟，观澜四号线地铁口长湖站，一房一厅,华盛观荟(商住楼),2700,https://sz.58.com/zufang/45342806341515x.shtml
整租 | 龙华地铁口 金桥花园 精装两房一厅 酒店式公寓 拎包,金桥花园,3300,https://sz.58.com/zufang/45431057289768x.shtml
整租 | 4号线地铁口旁，华盛峰荟精装三房，家私齐全，拎包入住,华盛峰荟名庭,3100,https://sz.58.com/zufang/45530189198481x.shtml
整租 | 新华中学旁 干净整洁 家私齐全 采光充足 随时看房,新华苑(二期),3800,https://sz.58.com/zufang/45339792581045x.shtml
整租 | 龙华清湖地铁口300米 3室2厅  精装修,金湖雅苑,3800,https://sz.58.com/zufang/45488215671076x.shtml
整租 | 大浪服装基地 华联丰大厦2房 高楼层 家私齐 月卡停,华联丰大厦,2300,https://sz.58.com/zufang/45516712633090x.shtml
整租 | 豪亚花园  精装三房 家私家电齐全 房间保养的好,豪亚花园,2500,https://sz.58.com/zufang/45486961244698x.shtml
整租 | 振能学校旁 大布名居精装3房2厅 家私家电齐全 松元,大布名居,2800,https://sz.58.com/zufang/45488799191183x.shtml
整租 | 上油松带20平花园超大单间,上油松村,2500,https://sz.58.com/zufang/45287089102728x.shtml
整租 | 超低 价急租！中航格澜阳光花园 近地铁 很划算的单人,中航格澜阳光花园(二期),2100,https://sz.58.com/zufang/45496998509966x.shtml
整租 | 清湖名苑 2室1厅 60平 电梯房 南北通透,清湖名苑,2200,https://sz.58.com/zufang/45276201892386x.shtml
整租 | 苹果园 1室1厅1卫,苹果园,3350,https://sz.58.com/zufang/45430774884001x.shtml
整租 | 富隆苑 2室2厅1卫,富隆苑,3900,https://sz.58.com/zufang/44943334058767x.shtml
整租 | 金庸阁(二期) 2室2厅1卫,金庸阁(二期),3500,https://sz.58.com/zufang/44511744924198x.shtml
整租 | 三合华侨新村 2室1厅1卫,三合华侨新村,2600,https://sz.58.com/zufang/45423987107985x.shtml
整租 | 龙塘村 2室1厅1卫,龙塘村,3000,https://sz.58.com/zufang/45540170647225x.shtml
整租 | 共和花园 2室1厅1卫,共和花园,2500,https://sz.58.com/zufang/43094414580890x.shtml
整租 | 三合华侨新村 3室1厅1卫,三合华侨新村,2800,https://sz.58.com/zufang/45540216647864x.shtml
整租 | 章阁华庭 3室2厅1卫,章阁华庭,2000,https://sz.58.com/zufang/45539960403215x.shtml
整租 | 御翠庭 2室1厅1卫,御翠庭,2300,https://sz.58.com/zufang/45454464203164x.shtml
整租 | 长湖地铁口 华盛峰汇豪装复式大三房小区居住环境舒适,华盛峰荟名庭,4000,https://sz.58.com/zufang/45322438948909x.shtml
整租 | 福田上班还在找房的看过来 一房一厅价格优惠 超近地铁,白石龙一区,2000,https://sz.58.com/zufang/45519748234031x.shtml
整租 | 双地铁口 泰莱雅苑3房2厅2卫 采光好 家私家电齐全,泰莱雅苑,3800,https://sz.58.com/zufang/44798284388261x.shtml
整租 | 1866绿景公馆，诚心出租，看房方便，有钥匙,绿景公馆1866(北区),4000,https://sz.58.com/zufang/45439905756331x.shtml
整租 | 装修豪华面积51平的高品质一房，高性价比,星河传奇,3200,https://sz.58.com/zufang/44988318268941x.shtml
整租 | 五号线民治近地铁 精装两房1厅 家私家电全齐 拎包入,南景新村,2800,https://sz.58.com/zufang/45474827795858x.shtml
整租 | 龙华清湖地铁口300米 2室2厅  精装修,金湖雅苑,3500,https://sz.58.com/zufang/45488268070018x.shtml
整租 | 租房免租1个月近地铁，押一付一还可短租，家私齐全可领,龙胜村,2599,https://sz.58.com/zufang/43805682944392x.shtml
整租 | 观澜二小旁泰莱雅苑一房出租 双地铁口物业 福城天虹,泰莱雅苑,2300,https://sz.58.com/zufang/45308506372756x.shtml
整租 | 整租 近 牛栏前大厦 展涛大厦 港深国际中心 万众城,万众城生活区,2980,https://sz.58.com/zufang/45473003665690x.shtml
整租 | 民治展滔大厦牛栏前村 2500元月电梯房 精装修 4,牛栏前村,2500,https://sz.58.com/zufang/45518615355561x.shtml
整租 | 整租福景花园 上寓公寓 户型舒适 采光大单间 免网络,富联新村,2880,https://sz.58.com/zufang/44191646730653x.shtml
整租 | 观澜二小附近，华盛观荟，四号线 长湖地铁口，一房一厅,华盛观荟,2800,https://sz.58.com/zufang/45375756152078x.shtml
整租 | 4号线清湖北地铁口展润大厦保利天街龙华汽车站豪华装修,富联二区,2800,https://sz.58.com/zufang/44657732203910x.shtml
整租 | 四号线地铁口旁，华盛峰荟精装修单间空房，非常宜居,华盛峰荟名庭,2000,https://sz.58.com/zufang/45329535324347x.shtml
整租 | 白石龙精装修一房一厅 交通方便 家电齐全可以拎包入住,白石龙村,2680,https://sz.58.com/zufang/45264904599972x.shtml
整租 | 5号线民治精装一房一厅本户型只有一套,樟坑一区2栋小区,2180,https://sz.58.com/zufang/44709733442561x.shtml
整租 | 四号线地铁口 长湖站，天虹附近，华盛观荟，一房一厅齐,华盛观荟,2700,https://sz.58.com/zufang/45342050596628x.shtml
整租 | 押一阳台梅林关 精装公寓 民治地铁口600米，龙塘新,横岭三区,2200,https://sz.58.com/zufang/42123831727517x.shtml
整租 | 深圳北  红山 上塘 民治 单间一房两房均有 任君挑,润达圆庭,2580,https://sz.58.com/zufang/45510366316076x.shtml
整租 | 红山深圳北一房一厅直租无中介押一付一民水民电,西头新村,2299,https://sz.58.com/zufang/45031000942241x.shtml
整租 | 观澜住家办公必看户型  超大客厅卧室厨房,康淮物流园,2550,https://sz.58.com/zufang/43637479697436x.shtml
整租 | 观澜二小，人民公园旁，单身公寓齐全租，观澜四号线地铁,华盛观荟(商住楼),2000,https://sz.58.com/zufang/45332024179080x.shtml
整租 | 近地铁 近华润万家大两房整租,景乐新村,2100,https://sz.58.com/zufang/45398144051741x.shtml
整租 | 元芬地铁口 一房一厅 精装修 民水民电 拎包入住,龙塘新村,2109,https://sz.58.com/zufang/44976138764947x.shtml
整租 | 观澜地铁4号线物业 大三房出租 2500一个月,茜坑新村,2500,https://sz.58.com/zufang/45410534061964x.shtml
整租 | 大浪九区 3室1厅1卫,大浪九区,3000,https://sz.58.com/zufang/45520007264433x.shtml
整租 | 青年城邦园 1室1厅1卫,青年城邦园,3700,https://sz.58.com/zufang/45531715636530x.shtml
整租 | 大唐时代公寓 1室1厅1卫,大唐时代公寓,2800,https://sz.58.com/zufang/45507935293833x.shtml
整租 | 依山小筑 2室1厅1卫,依山小筑,2200,https://sz.58.com/zufang/45365888604602x.shtml
整租 | 丹枫雅苑 1室1厅1卫,丹枫雅苑,3600,https://sz.58.com/zufang/45528856975494x.shtml
整租 | 东泉新村 1室厅1卫,东泉新村,2800,https://sz.58.com/zufang/44030483219353x.shtml
